Date,Account_Number,Amount,Description
2024-11-12,TDFR29020462893228,965.78,shopping
2024-01-18,CZGV49622979031409,829.37,misc
2024-10-19,XLZV82114731567374,354.83,health_and_fitness
2024-12-16,NTFH88670501662303,756.49,dining
2024-12-14,TVXF68292555042488,1376.02,home_improvement
2024-08-18,NCVH19054465989065,1237.87,dining
2024-08-01,HIZI72526335251269,1149.81,health_and_fitness
2024-05-21,GCAH38131125085206,1815.11,subscriptions
2024-09-29,DRTH98569721559604,104.98,entertainment
2024-07-15,YKUQ54941353736076,552.76,groceries
2024-04-13,JQSE58530619559253,1112.06,dining
2024-01-09,XJHA09622307067613,1118.48,utilities
2024-01-31,GTIB58400706408715,1124.67,business
2024-05-11,PYHX93767303083400,1208.79,business
2024-04-26,JNAO60021858704874,1533.7,travel
2024-04-21,UJZC33440161023851,400.93,donations
2024-08-27,DTMY02251075748031,214.85,education
2024-03-08,SEDR98197367970327,1291.5,business
2024-01-31,KIGI01334132004359,1088.31,home_improvement
2024-08-10,WWCH12719706763748,11.78,groceries
2024-09-21,RIOY99107820153942,1765.26,travel
2024-01-01,LZMQ69294792017941,764.94,dining
2024-03-23,OEPH87156661390563,1451.51,dining
2023-12-27,MQGF74987900289083,537.62,education
2024-12-04,IDNQ93818027978711,1227.54,business
2024-02-13,EUOU85042905899224,95.35,dining
2024-12-03,JITO28445877718434,117.85,transportation
2024-01-25,RRZU40661149073123,283.49,transportation
2024-04-21,JQEC69769828446512,57.92,travel
2024-07-16,GVRU72585846107907,303.96,home_improvement
2024-04-21,NAVQ75326302852900,1738.3,travel
2024-04-30,EWFP71552048853822,1514.96,travel
2024-07-01,LOUO89653383700426,1244.7,business
2024-01-17,EPKG94375500255405,465.91,utilities
2024-01-22,BDFH07374879118977,1649.39,education
2024-09-23,UVZP79375696648058,1782.34,utilities
2024-06-23,GWQE93580606214183,1141.2,travel
2024-05-04,QECV51090801329961,314.8,travel
2024-02-20,DFTF86090069494186,1198.73,groceries
2024-08-08,FMHS62593578664024,383.21,insurance
2024-02-04,RWDQ02106875860877,1774.83,utilities
2024-04-23,RKSE34873612014934,709.2,education
2024-12-03,KPHS93695585326796,1234.33,entertainment
2024-08-25,BMGZ69015446205569,467.83,health_and_fitness
2024-03-30,IWCI13990505859238,1132.08,transportation
2024-04-22,RJCK83548438605420,566.34,dining
2024-04-24,CKBM82564802755566,599.51,entertainment
2023-12-24,VYSE20694130314636,1272.18,groceries
2024-05-17,SRON06411015683414,578.3,health_and_fitness
2024-03-24,LCDA16494231397990,1149.39,groceries
2024-10-05,DMFE29283377797431,1846.59,education
2024-05-14,SKGU48121056774712,590.49,business
2023-12-28,BFUA32557338810497,1517.08,entertainment
2024-04-02,LXHY56538878597598,1462.76,groceries
2024-10-13,DRDE34916795126634,276.81,shopping
2024-08-14,BTQQ83854358487039,27.14,shopping
2024-06-07,VDBS94443703083703,825.76,utilities
2024-11-18,GKRA28309699930190,1880.56,transportation
2024-10-28,ECBK18990476207089,239.24,travel
2024-06-01,ZDED98649299859374,715.49,business
2024-10-12,IFGO81898090487487,993.27,business
2024-07-08,ZHOD67780994104793,1499.38,insurance
2024-08-06,GWHS96903299617756,9.79,insurance
2024-10-19,CMXC22076693983201,1144.8,shopping
2024-08-08,YXIK91623982089333,1057.42,groceries
2024-01-24,XHIH80072435391307,1150.07,insurance
2024-10-26,WIII14201472130869,605.12,health_and_fitness
2024-06-04,LOVB40036044733993,1489.83,entertainment
2024-02-16,VHCT31540144894968,980.74,education
2024-02-24,KWIF35643231426007,1386.58,utilities
2024-08-06,VHPE19641206982791,1177.59,home_improvement
2024-07-05,NECY60174465343076,1084.44,health_and_fitness
2024-11-03,WTGD08666174986992,1539.18,dining
2024-04-23,FDVK58646885323348,1787.6,dining
2024-01-01,LVIJ15252837865118,1651.69,insurance
2024-07-12,UULS04692091808297,830.87,dining
2024-07-14,ZCPX70158898408061,192.61,business
2024-11-21,TJMN36095550974775,675.34,subscriptions
2024-05-03,NCSZ77401883711010,1620.17,groceries
2024-02-07,KVOJ84007428917567,817.9,business
2024-05-01,SFEG22796840717887,1575.43,subscriptions
2024-06-24,FCMT20650877032121,330.22,home_improvement
2024-08-01,IDNZ59136271450448,1771.96,shopping
2024-10-20,JZGE18389190563870,1712.78,misc
2024-02-08,QXVY22134754365977,1922.43,dining
2024-12-13,MNES99373721810031,1755.65,utilities
2024-12-06,TMLG68500323043610,198.19,shopping
2024-01-07,EFOW37978193733694,1974.97,insurance
2023-12-27,URQU55517135898729,240.31,travel
2024-05-20,OVYK85168820720857,1694.91,dining
2024-02-27,JQMK02004456011921,1275.4,dining
2024-02-21,ZHQI12224250727735,543.73,shopping
2024-11-20,TEVC16570127089965,1285.73,education
2024-08-10,AITC87816746123094,1816.62,insurance
2024-04-06,WZAP98407829214271,1949.87,travel
2024-07-02,CMDC74719842645987,580.61,entertainment
2024-03-28,ISTX23573868261451,455.45,insurance
2024-07-28,EUXN20759361840041,145.27,dining
2023-12-23,VTHA57807259694396,1877.32,business
2024-06-27,YMPG00246465861230,823.89,travel
2024-09-15,WALU76367587219476,1630.42,dining
2024-01-19,BKSV47025688187495,1656.68,donations
2024-08-30,YUAU09916796872714,146.58,dining
2024-11-04,PFGQ56584434377590,1393.46,dining
2024-09-10,AMWY00657509422870,846.05,dining
2024-05-04,PDGZ24259211360466,1494.36,insurance
2024-01-30,VYEK98931684164161,1386.51,education
2024-03-09,ZJYX86063172907208,473.0,home_improvement
2024-03-26,FRRW61360439608617,1151.25,groceries
2024-11-24,JHII08750746880085,455.66,shopping
2024-01-12,GWVJ62642025074570,1432.9,misc
2024-01-18,CPKH26915382827807,1320.5,misc
2024-02-24,LEXQ43824008836730,625.82,utilities
2024-04-07,NPXU91471533096583,1852.13,dining
2024-01-31,LCXD72098455062820,1539.57,entertainment
2024-11-14,KTTC75112929320411,835.4,donations
2024-11-30,VAGQ67380365356722,427.05,misc
2024-10-30,TPFD03002655432900,443.63,dining
2024-05-25,MGAV05168668945551,24.97,shopping
2024-07-31,AOXM59262926069848,1848.54,health_and_fitness
2024-02-13,QORW27147490909250,469.52,donations
2024-09-23,EZJA66480478906367,237.5,health_and_fitness
2024-05-02,CIVA85817338726044,1157.17,health_and_fitness
2024-07-17,UMCH99141583309068,931.74,shopping
2024-07-15,GJJM28299118505059,243.84,subscriptions
2024-01-28,QFDP07024924808223,308.04,dining
2024-01-15,IWDD10324848767675,233.45,travel
2024-12-19,YTRU72471475311437,1852.05,donations
2024-07-22,YZBY71170227448984,1504.29,entertainment
2024-11-17,VQUL47400023813913,1660.05,travel
2024-12-20,DWFD47592976083918,348.13,subscriptions
2024-10-04,CIWQ51044057272999,1241.15,groceries
2024-10-25,FJXJ58055856501437,1720.71,transportation
2024-10-27,INND80766474560051,234.22,business
2024-01-14,LBAF42320128357712,750.39,misc
2024-04-28,VLHB99248837540996,26.43,misc
2024-03-30,TITZ30644981656595,1962.47,education
2024-02-08,VWEJ08491149541125,921.41,donations
2024-08-28,PJQM26190158246783,1789.41,health_and_fitness
2024-01-09,MTPH33289722240847,1545.96,travel
2024-01-05,SJBS87824466124702,382.86,business
2024-01-11,PKPQ12765348747552,933.72,home_improvement
2024-02-06,MPOJ29552593685333,886.0,entertainment
2024-11-12,TJYI39808684973949,1664.77,insurance
2024-11-24,SUPZ39117782213565,883.31,donations
2023-12-25,LRMT18193183487740,605.16,education
2024-08-20,YLDP27977004426515,1302.56,entertainment
2024-07-07,PZIV17177138480249,1473.37,dining
2024-10-22,DCBA22018912128816,501.91,home_improvement
2024-12-15,DBCN86717671605253,1093.02,entertainment
2024-07-12,BCLK47109332839000,286.6,groceries
2024-07-24,OTQM56716041412055,860.24,business
2024-06-28,DJFH77530885222059,43.46,health_and_fitness
2024-07-22,OCTX39786460929515,998.88,entertainment
2024-01-14,KBJU44045600316940,1986.94,groceries
2024-03-31,UTYA61494877731340,1573.2,groceries
2024-02-17,KDON76989512972425,1736.67,business
2024-05-15,PYYR71694214399718,1017.94,entertainment
2024-06-04,MHZK47230406446857,1971.76,misc
2024-08-25,BVKN54402229938044,82.65,business
2024-01-31,SLJW16585147364328,1671.69,business
2024-08-13,JZMM15383978257774,401.79,education
2024-04-07,OTCQ87421728232120,1390.15,business
2024-09-12,XHWS42827034909511,376.92,donations
2024-03-28,CFEY54105511320363,621.93,misc
2024-08-04,WAVV97035382169818,762.9,health_and_fitness
2024-05-09,CPIO45250783558230,1578.9,shopping
2024-12-20,CTHX84067681146105,193.96,shopping
2024-10-15,ZPMF70258782860708,1730.23,business
2024-07-24,ILTK15710582195167,916.08,misc
2024-12-10,DNAI24943559880750,734.39,entertainment
2023-12-22,SQLI46107571679769,1821.5,misc
2024-08-07,FOVX36641109912382,938.67,groceries
2024-01-12,MPTZ05392910735330,50.92,travel
2024-05-30,GSIO30659988718607,886.93,transportation
2024-01-06,YLPN60451209679843,766.15,transportation
2024-06-09,HEXW60043074352487,398.85,travel
2024-07-08,GXIE21491625608714,933.81,misc
2024-02-11,DDQF44541833696040,1481.63,shopping
2024-11-20,MNJO79046807544404,1121.79,subscriptions
2024-05-12,BJQQ55629491594720,556.46,groceries
2024-10-10,GCDE95919405554298,1528.01,travel
2024-04-29,LNTM86111498663022,831.79,travel
2024-05-13,QGEM69235189264719,460.34,entertainment
2024-02-19,JZDC96235088526929,1958.75,utilities
2024-08-31,NRVG75092611992742,1293.97,education
2024-03-29,NDER46348163420161,150.17,education
2024-07-16,ZWRB75724321910810,777.46,dining
2024-11-04,GEOZ31278272517514,1206.0,shopping
2024-01-05,FNVW04596531205028,1330.02,subscriptions
2024-10-27,PUZI84114874125545,786.65,home_improvement
2024-09-23,VQCL99673220449059,1608.91,entertainment
2024-02-20,BEVR28909917380615,502.6,health_and_fitness
2024-07-04,OKYA58091692944252,808.4,travel
2024-09-04,SSRJ99028472893428,1327.34,entertainment
2024-08-05,YWHZ66177986699353,368.4,home_improvement
2024-10-20,MIHR69441466555965,1837.62,subscriptions
2024-11-11,TCAF04494132957811,1447.97,transportation
2024-11-01,DFUH20162627699224,1495.13,subscriptions
2024-06-27,HGXO95464167092434,1166.79,donations
2024-08-16,FBEZ77066205374655,433.14,education
2024-05-02,XKAJ32163557317852,1414.87,shopping
2024-08-22,LMNA39404422048456,197.43,utilities
2024-10-04,REFR16136390026406,1860.07,home_improvement
2024-02-23,CQFT93419293499445,883.36,business
2024-08-22,ZOCO25281925452107,72.35,entertainment
2024-09-03,FTQX08802052914890,1422.37,groceries
2024-08-09,DAYV55278501549572,1998.79,misc
2024-02-24,KXNK31722369549200,676.69,dining
2024-03-05,WJTP65421102628151,1672.77,shopping
2024-09-12,XRDB63746581016344,30.66,utilities
2024-04-13,LLQQ75991488444985,1201.37,business
2024-03-14,ZKDN55312891060279,1763.37,subscriptions
2024-06-22,NABO14688428467626,374.35,misc
2024-01-03,XKTJ41058887820693,364.77,education
2024-03-10,BBUA10394088183490,6.31,groceries
2024-11-11,HLRQ64285017134473,1600.76,misc
2024-12-04,NXSD07250934976040,946.02,health_and_fitness
2024-09-02,ZQIM11256124211722,1691.0,insurance
2024-11-19,OQLO80859644057885,531.4,misc
2024-01-16,TSCL74635079143298,201.15,utilities
2024-09-12,PCUM30590156816810,1686.42,misc
2024-09-04,KVXD83984707665625,998.86,dining
2024-01-03,EUTF63775630043142,503.4,entertainment
2024-09-23,DTZA11223456405573,1974.42,subscriptions
2024-07-25,QBTR73961701747119,1194.69,entertainment
2024-11-03,ZNQT54767294582330,1358.59,business
2024-10-08,TJWS90221283473238,1477.55,business
2024-11-20,VWIY60357468506353,1912.54,shopping
2024-03-25,BGOD13490380728333,1842.26,donations
2024-03-28,TNFV31132605294924,221.89,groceries
2024-04-24,ZZJW25757602294503,1323.59,business
2024-01-25,JZJK75602767586404,170.68,home_improvement
2024-12-12,PCFP66540230894532,635.29,entertainment
2023-12-24,BEHA39189477249558,0.03,donations
2024-05-31,QOXI02512483603515,715.25,transportation
2024-10-03,VVMG08252216212657,1625.48,groceries
2024-07-18,LDXB13935708823839,1687.31,subscriptions
2024-01-28,PGLV94053283279958,1710.97,travel
2024-06-26,ARWJ01451329588565,1877.81,subscriptions
2024-07-20,VRKY72287861161491,367.81,subscriptions
2024-11-27,PUAJ74979259689435,1351.34,donations
2024-11-12,XATW73789124568306,754.87,subscriptions
2024-03-21,YWSA06211139196791,497.73,subscriptions
2024-09-06,MSTD29849717331849,1709.03,shopping
2024-07-25,YDTL23039873411375,1122.33,health_and_fitness
2024-05-03,ODKU51164464263709,1642.12,shopping
2024-08-13,ZPJQ65089538522054,278.69,transportation
2024-09-04,MVCC36281180179109,1346.57,subscriptions
2024-11-24,TAXW37170052575226,1597.16,subscriptions
2024-04-18,HVFQ15451985251743,1724.45,entertainment
2024-04-28,MEIU99942990712300,603.18,travel
2024-07-01,CLZP50138913116993,723.54,home_improvement
2024-07-07,LAUO12344454977802,532.25,utilities
2024-08-20,RVVA14467096079318,548.62,donations
2024-07-29,SCIE12735023955876,649.1,utilities
2024-08-11,ENGT32036097109543,595.62,misc
2024-11-27,ECYE74834375535929,174.35,entertainment
2024-09-25,IQMV52735557003256,1575.55,travel
2024-04-20,SCEV75419768377074,1633.21,groceries
2024-11-21,DVIV18188076178551,416.08,groceries
2024-03-18,NUFC76458661266458,1028.67,transportation
2024-06-09,GQHH37984063391778,386.3,insurance
2024-06-24,LHER41470880271086,1263.6,entertainment
2024-11-06,JCZB20554107433060,812.73,dining
2024-02-26,QUWR96134844839946,580.32,transportation
2024-06-30,XQQZ84929381525718,1112.93,transportation
2024-02-27,KNHD86846541494375,1455.71,business
2024-01-23,RDHO14722217244239,1250.54,insurance
2024-08-23,JZKK46437389085061,1680.26,transportation
2024-03-23,EFWO36781057858330,1479.7,donations
2024-09-23,SYMX99265074758131,1716.48,insurance
2024-05-03,QOYB51437731174328,1136.25,donations
2024-04-17,MLZU36148041949261,717.43,subscriptions
2024-04-24,CQVJ94132247220461,943.09,utilities
2024-05-29,YCYG51596830689995,1833.63,utilities
2024-03-21,WHLS10498872998105,921.75,shopping
2024-09-02,EYGK60557114928253,124.6,groceries
2024-01-12,GAHQ43369493627688,528.81,misc
2024-03-01,KZQU77393119600974,1432.7,business
2024-07-02,RUKI49993343805828,1942.94,business
2024-11-14,HXXV88977022232305,1004.08,education
2024-09-03,ZOFR52890957980264,1699.63,transportation
2024-03-04,DXSW26536287984432,383.36,education
2024-07-29,PRDL16527502820715,529.04,subscriptions
2024-11-18,FRNA97296125523882,865.77,home_improvement
2024-12-15,XWMS39237888978656,978.28,transportation
2024-03-19,UUTG39425818968728,669.82,groceries
2024-10-22,PIPJ80086448239170,1859.69,education
2024-04-20,BSIH05895814675896,1260.69,transportation
2024-09-20,VVEA09531848906867,1356.52,donations
2024-10-13,NMZG68544848631593,1136.61,groceries
2024-03-27,VXKH97994917991965,1532.13,health_and_fitness
2024-08-29,QRZJ49697065995885,830.18,groceries
2023-12-21,QIHF58707821223765,601.34,entertainment
2024-03-23,APQB43251173273142,403.34,misc
2024-02-25,HNRF46348722597978,488.23,education
2024-06-03,USXF59846278831559,1976.93,travel
2024-02-08,GRQT94717501193962,778.86,insurance
2024-04-15,JVSB59861420422930,973.28,home_improvement
2024-05-01,RHZT85305306685037,1308.53,health_and_fitness
2024-05-30,DQBL07067383645129,582.64,health_and_fitness
2024-04-27,OMWK09951435097156,1942.31,entertainment
2024-07-14,FSKL68498101726725,1587.03,utilities
2024-05-15,CBYY29943824240616,1925.9,insurance
2024-08-31,TXUV70763263183282,1454.73,business
2024-04-12,GIET08606924959431,930.44,dining
2024-10-13,QVNM29236455928412,1902.91,utilities
2023-12-30,FBGU04988911973028,1839.79,travel
2024-02-10,YQFS93802858868547,339.0,subscriptions
2024-01-05,ALFO24988578401036,1005.86,home_improvement
2024-06-18,VRGR19542009093604,1733.05,groceries
2024-03-30,GXOB19071538137027,77.76,transportation
2024-11-05,SGAI99556144226208,1095.46,groceries
2024-08-20,IWKS69430531654679,528.23,dining
2024-11-03,XBCE08471524257377,933.87,travel
2024-05-10,AIFK05212356301161,1912.51,insurance
2023-12-21,OWNY37160363105257,1763.36,misc
2024-09-04,HUBL38246683438805,1144.05,misc
2024-11-01,VWVK15849649165786,1369.97,subscriptions
2023-12-29,MRWE52628821266602,436.24,transportation
2024-06-24,IEEM83432757945615,857.33,education
2024-08-29,ALUE08993195338196,376.51,transportation
2024-01-06,BHHX49879723129345,980.63,entertainment
2024-04-09,MRAU05985290288222,12.83,subscriptions
2024-02-18,TVXS59273554465869,1894.33,shopping
2024-07-07,GNQV47687371985045,687.5,entertainment
2024-09-15,UCIG09009012216136,1614.26,transportation
2024-04-26,PLAD15304579711592,1051.75,groceries
2024-09-21,TWGE51323409696111,1072.71,shopping
2024-04-10,SCYA29409945196402,110.25,insurance
2024-04-17,XWGR25842042964081,1638.43,shopping
2024-10-17,YLJO32639800867030,495.73,donations
2024-11-26,RLSU76610198565318,1179.87,insurance
2024-06-28,JMIN54842905772617,1507.94,shopping
2024-04-22,JMEQ08095785943752,1032.97,travel
2024-06-23,LAXN54385048970771,1715.99,shopping
2024-05-03,QHAO82216147680625,1742.09,shopping
2024-01-15,FFTX30767707534763,969.73,dining
2024-09-07,YUNL14878747959962,1791.22,entertainment
2024-07-19,DCUX47130560227273,1327.99,transportation
2024-05-15,ODUG73439939684360,210.12,transportation
2024-03-26,AIXG98907997964583,1947.3,education
2024-01-16,EIQW23797885906669,1171.77,entertainment
2024-03-26,PRCJ10979332338397,1893.95,transportation
2024-04-18,QHYQ90030550625104,1625.8,misc
2024-05-13,IXLG30695696251055,211.63,insurance
2024-05-18,ENXM37446213728449,1516.5,shopping
2024-09-10,KLVU11055759894186,827.07,education
2024-03-21,XDEY40527579012969,730.69,groceries
2024-10-24,DYGN63954890658493,1596.72,groceries
2024-12-11,LWMY57054235475817,796.22,travel
2024-01-26,MDSD20194460868025,1825.68,subscriptions
2024-05-15,DYVA86400600988515,161.25,insurance
2024-09-02,SZYQ93760777862619,265.9,entertainment
2024-10-10,DFJR26228808407822,131.03,travel
2024-02-20,RTID84969463743424,550.57,travel
2024-05-14,LBSS74580683253700,1283.7,groceries
2024-02-18,VDTC42222472882280,1920.55,donations
2024-11-17,OIKO69325197245335,143.59,utilities
2024-06-06,MQVA45442907077858,1028.22,dining
2024-02-22,SOYW39510566198806,1583.8,donations
2024-04-14,CMIY55420520892704,1684.18,utilities
2024-06-17,SKBJ74999690690399,1283.02,insurance
2024-01-23,YJHE10710713609274,1861.24,dining
2024-05-09,XTDO59156642719147,759.02,groceries
2024-12-19,GIQR31510984793115,1379.27,entertainment
2024-04-08,RWTF72473824318337,1309.91,business
2024-08-24,UREE69515202093249,568.97,health_and_fitness
2024-04-25,KWJL37880735396842,533.85,travel
2024-02-20,TVCT19810600325757,1493.11,travel
2024-10-20,YXYU37539684283127,1352.8,education
2024-05-03,YWSZ43403927577563,212.78,transportation
2024-09-13,WEFM89780185197499,1740.69,dining
2024-07-09,MLCL12034192059797,430.72,misc
2024-09-04,MTBI48801148327213,1893.31,donations
2024-08-16,ZJQC41669837772398,1823.42,donations
2023-12-28,FNIL81682135006367,660.5,donations
2024-01-25,KYWB84422705817664,26.12,business
2024-11-24,YWHN36431351103758,1106.42,donations
2024-08-23,TGEL99702058090947,1657.4,groceries
2024-01-07,OFYB86649380664601,906.84,home_improvement
2024-06-25,MGDR67792353450983,1721.95,travel
2024-06-26,VLJY35223808910688,1514.77,business
2024-01-02,IKTD86821096066832,1476.5,dining
2024-09-14,LIWX69869053409266,1840.51,business
2024-04-29,RBIO81250949506203,1198.02,home_improvement
2024-09-24,NMPA59275814979906,1033.85,groceries
2024-07-31,QYYK02664432881744,859.43,health_and_fitness
